tool_name,vendor,category,plan_name,billing_period,price_amount,price_currency,price_notes,usage_limit_value,usage_limit_unit,usage_limit_notes,cost_per_unit,cost_per_unit_basis,free_tier,source_url,source_type,verified_date,verified_by,status,maintainer_affiliate,notes
Intercom helpdesk,Intercom,customer support platform,Advanced,monthly,99,USD,"Per Full seat per month, billed monthly (the ""Pay annually"" switch is off).",,seats,Priced per Full seat. Includes 20 free Lite seats.,,,no,https://www.intercom.com/pricing,pricing_page,2026-09-24,ai-assisted,verified,no,Page advertises a 14-day cardless free trial; there is no permanent free plan on this page. Fin AI Agent is charged separately per outcome. The page also mentions an Early Stage discount for startups under 10M raised and 15 employees or fewer; it is not included in this row.
Intercom helpdesk,Intercom,customer support platform,Advanced,annual,85,USD,"Per Full seat per month, shown with the ""Pay annually"" switch on. The annual total is not stated on the page.",,seats,Priced per Full seat. Includes 20 free Lite seats.,,,no,https://www.intercom.com/pricing,pricing_page,2026-09-24,ai-assisted,verified,no,Page advertises a 14-day cardless free trial; there is no permanent free plan on this page. Fin AI Agent is charged separately per outcome. The page also mentions an Early Stage discount for startups under 10M raised and 15 employees or fewer; it is not included in this row.
Intercom helpdesk,Intercom,customer support platform,Expert,monthly,139,USD,"Per Full seat per month, billed monthly (the ""Pay annually"" switch is off).",,seats,Priced per Full seat. Includes 50 free Lite seats.,,,no,https://www.intercom.com/pricing,pricing_page,2026-09-24,ai-assisted,verified,no,Page advertises a 14-day cardless free trial; there is no permanent free plan on this page. Fin AI Agent is charged separately per outcome (see the Fin AI Agent rows).
Intercom helpdesk,Intercom,customer support platform,Expert,annual,132,USD,"Per Full seat per month, shown with the ""Pay annually"" switch on. The annual total is not stated on the page.",,seats,Priced per Full seat. Includes 50 free Lite seats.,,,no,https://www.intercom.com/pricing,pricing_page,2026-09-24,ai-assisted,verified,no,Page advertises a 14-day cardless free trial; there is no permanent free plan on this page. Fin AI Agent is charged separately per outcome (see the Fin AI Agent rows).
Fin AI Agent,Intercom,AI customer support agent,Fin AI Agent with Intercom helpdesk,usage-based,0.99,USD,Per outcome. Stated as the Fin price on all Intercom plans.,,outcomes,No included volume stated; charged only per outcome.,0.99,vendor-stated price per outcome (no calculation),no,https://www.intercom.com/pricing,pricing_page,2026-09-24,ai-assisted,verified,no,"Vendor FAQ: an outcome is counted when a customer confirms the issue is resolved, or does not ask for more help after Fin responds, or Fin completes a workflow (including handoffs). Charged at most once per conversation. Other usage (WhatsApp, SMS, bulk email, phone) is charged separately per the vendor FAQ."
Fin AI Agent,Intercom,AI customer support agent,Fin AI Agent with an existing helpdesk,usage-based,0.99,USD,Per outcome. The page lists this option as contact sales and says the Intercom helpdesk is not included.,,outcomes,No included volume stated; charged only per outcome.,0.99,vendor-stated price per outcome (no calculation),no,https://www.intercom.com/pricing,pricing_page,2026-09-24,ai-assisted,verified,no,"Vendor FAQ: an outcome is counted when a customer confirms the issue is resolved, or does not ask for more help after Fin responds, or Fin completes a workflow (including handoffs). Charged at most once per conversation."
Fin Voice,Intercom,AI customer support agent,Fin Voice,usage-based,1.99,USD,Per voice outcome. The page says Fin Voice is available via sales.,,outcomes,No included volume stated; charged only per outcome.,1.99,vendor-stated price per voice outcome (no calculation),no,https://www.intercom.com/pricing,pricing_page,2026-09-24,ai-assisted,verified,no,Definition of a voice outcome was not shown on the pricing page.
Captions,Captions,AI video editing,Free,monthly,0,USD,,,credits,"The comparison table lists AI usage credits as none on Free. Per the vendor FAQ, Free includes basic tools such as trimming, transitions and some media library assets.",,,yes,https://www.captions.ai/pricing,pricing_page,2026-09-24,ai-assisted,verified,no,The page states that features and prices shown reflect iOS plans only; prices on other platforms may differ.
Captions,Captions,AI video editing,Max,monthly,24.99,USD,The page states that features and prices shown reflect iOS plans only; prices on other platforms may differ.,500,credits,"Per month. Vendor FAQ: unused credits roll over, up to 3 times the monthly allowance.",0.05,"price_amount / usage_limit_value (cost per credit, plan price only)",no,https://www.captions.ai/pricing,pricing_page,2026-09-24,ai-assisted,verified,no,"The pricing page does not define what one credit buys, so no cost per finished video is calculated."
Captions,Captions,AI video editing,Max,annual,,USD,"The vendor FAQ says a yearly plan bills 12 months upfront at a discounted rate, but no yearly price was shown on the page.",500,credits,Per month.,,,no,https://www.captions.ai/pricing,pricing_page,2026-09-24,ai-assisted,not_published,no,
Captions,Captions,AI video editing,Frontier (1x usage),monthly,69.99,USD,The page states that features and prices shown reflect iOS plans only; prices on other platforms may differ.,1400,credits,"Per month. Vendor FAQ: unused credits roll over, up to 3 times the monthly allowance.",0.05,"price_amount / usage_limit_value (cost per credit, plan price only)",no,https://www.captions.ai/pricing,pricing_page,2026-09-24,ai-assisted,verified,no,"The pricing page does not define what one credit buys, so no cost per finished video is calculated."
Captions,Captions,AI video editing,Frontier (2x usage),monthly,139.99,USD,The page states that features and prices shown reflect iOS plans only; prices on other platforms may differ.,2800,credits,"Per month. Vendor FAQ: unused credits roll over, up to 3 times the monthly allowance.",0.05,"price_amount / usage_limit_value (cost per credit, plan price only)",no,https://www.captions.ai/pricing,pricing_page,2026-09-24,ai-assisted,verified,no,"The pricing page does not define what one credit buys, so no cost per finished video is calculated."
Captions,Captions,AI video editing,Frontier (4x usage),monthly,279.99,USD,The page states that features and prices shown reflect iOS plans only; prices on other platforms may differ.,5600,credits,"Per month. Vendor FAQ: unused credits roll over, up to 3 times the monthly allowance.",0.05,"price_amount / usage_limit_value (cost per credit, plan price only)",no,https://www.captions.ai/pricing,pricing_page,2026-09-24,ai-assisted,verified,no,"The pricing page does not define what one credit buys, so no cost per finished video is calculated."
Captions,Captions,AI video editing,Frontier (1x usage),annual,,USD,"The vendor FAQ says a yearly plan bills 12 months upfront at a discounted rate, but no yearly price was shown on the page.",1400,credits,Per month.,,,no,https://www.captions.ai/pricing,pricing_page,2026-09-24,ai-assisted,not_published,no,
Captions,Captions,AI video editing,Enterprise,monthly,,USD,Custom pricing; contact sales.,,credits,Bulk credit discounts and custom seat options are listed.,,,no,https://www.captions.ai/pricing,pricing_page,2026-09-24,ai-assisted,not_published,no,
Chatbase,Chatbase,AI customer support chatbot,Free,monthly,0,USD,,50,message credits,Per month. 1 member. The page notes that AI agents are deleted after 14 days of inactivity on the free plan. Limited access to models.,,,yes,https://www.chatbase.co/pricing,pricing_page,2026-09-24,ai-assisted,verified,no,
Chatbase,Chatbase,AI customer support chatbot,Hobby,monthly,40,USD,,700,message credits,Per month. 2 members.,0.0571,"price_amount / usage_limit_value (cost per message credit, plan price only)",no,https://www.chatbase.co/pricing,pricing_page,2026-09-24,ai-assisted,verified,no,"The page offers a 7-day trial on Hobby, Standard and Pro. Vendor FAQ: each request to the AI model costs a number of credits that depends on the chosen model, and an action can trigger several requests, so no cost per chat message is calculated."
Chatbase,Chatbase,AI customer support chatbot,Hobby,annual,32,USD,Monthly equivalent shown when yearly billing is selected; the page states 384 billed annually.,700,message credits,Per month. 2 members.,0.0457,"price_amount / usage_limit_value (cost per message credit, plan price only)",no,https://www.chatbase.co/pricing,pricing_page,2026-09-24,ai-assisted,verified,no,"The page offers a 7-day trial on Hobby, Standard and Pro. Vendor FAQ: each request to the AI model costs a number of credits that depends on the chosen model, and an action can trigger several requests, so no cost per chat message is calculated."
Chatbase,Chatbase,AI customer support chatbot,Standard,monthly,150,USD,,4000,message credits,Per month. 3 members.,0.0375,"price_amount / usage_limit_value (cost per message credit, plan price only)",no,https://www.chatbase.co/pricing,pricing_page,2026-09-24,ai-assisted,verified,no,"The page offers a 7-day trial on Hobby, Standard and Pro. Vendor FAQ: each request to the AI model costs a number of credits that depends on the chosen model, and an action can trigger several requests, so no cost per chat message is calculated."
Chatbase,Chatbase,AI customer support chatbot,Standard,annual,120,USD,"Monthly equivalent shown when yearly billing is selected; the page states 1,440 billed annually.",4000,message credits,Per month. 3 members.,0.03,"price_amount / usage_limit_value (cost per message credit, plan price only)",no,https://www.chatbase.co/pricing,pricing_page,2026-09-24,ai-assisted,verified,no,"The page offers a 7-day trial on Hobby, Standard and Pro. Vendor FAQ: each request to the AI model costs a number of credits that depends on the chosen model, and an action can trigger several requests, so no cost per chat message is calculated."
Chatbase,Chatbase,AI customer support chatbot,Pro,monthly,500,USD,,15000,message credits,Per month. 5 members.,0.0333,"price_amount / usage_limit_value (cost per message credit, plan price only)",no,https://www.chatbase.co/pricing,pricing_page,2026-09-24,ai-assisted,verified,no,"The page offers a 7-day trial on Hobby, Standard and Pro. Vendor FAQ: each request to the AI model costs a number of credits that depends on the chosen model, and an action can trigger several requests, so no cost per chat message is calculated."
Chatbase,Chatbase,AI customer support chatbot,Pro,annual,400,USD,"Monthly equivalent shown when yearly billing is selected; the page states 4,800 billed annually.",15000,message credits,Per month. 5 members.,0.0267,"price_amount / usage_limit_value (cost per message credit, plan price only)",no,https://www.chatbase.co/pricing,pricing_page,2026-09-24,ai-assisted,verified,no,"The page offers a 7-day trial on Hobby, Standard and Pro. Vendor FAQ: each request to the AI model costs a number of credits that depends on the chosen model, and an action can trigger several requests, so no cost per chat message is calculated."
Chatbase,Chatbase,AI customer support chatbot,Enterprise,monthly,,USD,Contact sales.,,message credits,Higher limits are listed but not quantified.,,,no,https://www.chatbase.co/pricing,pricing_page,2026-09-24,ai-assisted,not_published,no,
Chatbase,Chatbase,AI customer support chatbot,Auto recharge credits (add-on),usage-based,40,USD,"Per 1,000 message credits. Credits are added automatically when the balance falls below a threshold the customer sets.",1000,message credits,The page says recharged credits do not expire.,0.04,"vendor-stated 40 per 1,000 message credits / 1,000",no,https://www.chatbase.co/pricing,pricing_page,2026-09-24,ai-assisted,verified,no,"Vendor FAQ: each request to the AI model costs a number of credits that depends on the chosen model, and an action can trigger several requests, so no cost per chat message is calculated."
Weav,Weav,AI customer support agent,Lite,monthly,0,USD,,20,AI messages,"Per month. 1 teammate, 1 custom email, 100KB training data, 5 enabled AI actions.",,,yes,https://weav.com/pricing,pricing_page,2026-09-24,ai-assisted,verified,yes,Described on the page as a free starter plan.
Weav,Weav,AI customer support agent,Plus,monthly,29,USD,,500,AI messages,"Per month. 2 teammates, 2 custom emails, 1MB training data, 5 enabled AI actions.",,,no,https://weav.com/pricing,pricing_page,2026-09-24,ai-assisted,verified,yes,"The page states the allowance in AI messages but sells extra usage as credits, and does not define how one maps to the other, so no per-message cost is calculated."
Weav,Weav,AI customer support agent,Plus,annual,29,USD,"Monthly equivalent shown when Annual is selected (the page labels this ""Annual - 20% discount""). Whether the annual amount is billed upfront was not read from the page. For this plan the annual view shows the same price as monthly.",500,AI messages,"Per month. 2 teammates, 2 custom emails, 1MB training data, 5 enabled AI actions.",,,no,https://weav.com/pricing,pricing_page,2026-09-24,ai-assisted,verified,yes,"The page states the allowance in AI messages but sells extra usage as credits, and does not define how one maps to the other, so no per-message cost is calculated."
Weav,Weav,AI customer support agent,Pro,monthly,149,USD,,5000,AI messages,"Per month. 3 teammates, 3 custom emails, 10MB training data, 10 enabled AI actions.",,,no,https://weav.com/pricing,pricing_page,2026-09-24,ai-assisted,verified,yes,"The page states the allowance in AI messages but sells extra usage as credits, and does not define how one maps to the other, so no per-message cost is calculated."
Weav,Weav,AI customer support agent,Pro,annual,119,USD,"Monthly equivalent shown when Annual is selected (the page labels this ""Annual - 20% discount""). Whether the annual amount is billed upfront was not read from the page.",5000,AI messages,"Per month. 3 teammates, 3 custom emails, 10MB training data, 10 enabled AI actions.",,,no,https://weav.com/pricing,pricing_page,2026-09-24,ai-assisted,verified,yes,"The page states the allowance in AI messages but sells extra usage as credits, and does not define how one maps to the other, so no per-message cost is calculated."
Weav,Weav,AI customer support agent,Max,monthly,449,USD,,20000,AI messages,"Per month. 5 teammates, 5 custom emails, 50MB training data, 25 enabled AI actions.",,,no,https://weav.com/pricing,pricing_page,2026-09-24,ai-assisted,verified,yes,"The page states the allowance in AI messages but sells extra usage as credits, and does not define how one maps to the other, so no per-message cost is calculated."
Weav,Weav,AI customer support agent,Max,annual,359,USD,"Monthly equivalent shown when Annual is selected (the page labels this ""Annual - 20% discount""). Whether the annual amount is billed upfront was not read from the page.",20000,AI messages,"Per month. 5 teammates, 5 custom emails, 50MB training data, 25 enabled AI actions.",,,no,https://weav.com/pricing,pricing_page,2026-09-24,ai-assisted,verified,yes,"The page states the allowance in AI messages but sells extra usage as credits, and does not define how one maps to the other, so no per-message cost is calculated."
Weav,Weav,AI customer support agent,Additional AI credits (add-on),usage-based,49,USD,"Per 1,000 credits. The page says additional credits roll over to the next month.",1000,credits,,0.049,"vendor-stated 49 per 1,000 credits / 1,000",no,https://weav.com/pricing,pricing_page,2026-09-24,ai-assisted,verified,yes,The page does not say how many AI messages one credit covers.
Weav,Weav,AI customer support agent,Custom plan,monthly,,USD,Custom plans for higher volume; talk to sales.,,AI messages,,,,no,https://weav.com/pricing,pricing_page,2026-09-24,ai-assisted,not_published,yes,
